taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM498055	NLD	Netherlands	europe	western_europe	Ovis aries	NET2006/04_field	2006	AM498055
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773683	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/02	1959	AM773683
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773684	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSAvvvv/02	1958	AM773684
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773685	ESP	Spain	europe	southern_europe	Bos taurus	SPA2005/01	2005	AM773685
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773686	FRA	France	europe	western_europe	Ovis aries	FRA2001/03	2001	AM773686
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773687	ITA	Italy	europe	southern_europe	Culicoides sp.	ITL2002/01	2002	AM773687
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773688	ITA	Italy	europe	southern_europe	Ovis aries	ITL2002/07_place_1	2002	AM773688
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773689	TUN	Tunisia	africa	northern_africa	-	TUN2000/01	2000	AM773689
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773690	ITA	Italy	europe	southern_europe	Ovis aries	SAD2001/02	2001	AM773690
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773691	ZAF	South Africa	africa	sub_saharan_africa	-	Unlabelled_AM773691	-	AM773691
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773692	ITA	Italy	europe	southern_europe	Ovis aries	SAD2004/03	2004	AM773692
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773693	ITA	Italy	europe	southern_europe	Ovis aries	SAD2004/04_JUL_23	2004	AM773693
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773694	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/13	1999	AM773694
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773695	ISR	Israel	asia	western_asia	Ovis aries	ISR2001/18	2001	AM773695
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773696	TUR	Turkey	asia	western_asia	-	TUR2000/10	2000	AM773696
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773705	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/02	1959	AM773705
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773706	ITA	Italy	europe	southern_europe	Ovis aries	SAD2001/02	2001	AM773706
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM773707	PAK	Pakistan	asia	southern_asia	Ovis aries	RSArrrr/16*	1960	AM773707
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778437	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSAvvvv/01	1958	AM778437
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778438	GRC	Greece	europe	southern_europe	Ovis aries	GRE2001/07	2001	AM778438
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778439	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSAvvvv/04	1900	AM778439
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778440	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/15	1999	AM778440
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778441	ESP	Spain	europe	southern_europe	Bos taurus	SPA2005/05	2005	AM778441
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778442	ZAF	South Africa	africa	sub_saharan_africa	-	RSAvvvv/09	-	AM778442
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778443	BIH	Bosnia and Herzegovina	europe	southern_europe	Ovis aries	BOS2002/01	2002	AM778443
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778444	BGR	Bulgaria	europe	eastern_europe	-	BUL1999/01	1999	AM778444
alignment/PHYLO_UNC_S5/member/ncbi-curated/AM778445	TUR	Turkey	asia	western_asia	-	TUR2000/03	2000	AM778445
alignment/PHYLO_UNC_S5/member/ncbi-curated/AY137387	-	-	-	-	-	Unlabelled_AY137387	-	AY137387
alignment/PHYLO_UNC_S5/member/ncbi-curated/AY138895	ZAF	South Africa	africa	sub_saharan_africa	-	Ondersterpoort BTV-2 monovalent vaccine	-	AY138895
alignment/PHYLO_UNC_S5/member/ncbi-curated/AY462225	TWN	Taiwan	asia	eastern_asia	Capra hircus	KM	2003	AY462225
alignment/PHYLO_UNC_S5/member/ncbi-curated/DQ017956	ITA	Italy	europe	southern_europe	Ovis aries	8341/00	2000	DQ017956
alignment/PHYLO_UNC_S5/member/ncbi-curated/DQ017957	ZAF	South Africa	africa	sub_saharan_africa	-	Unlabelled_DQ017957	-	DQ017957
alignment/PHYLO_UNC_S5/member/ncbi-curated/DQ017958	ITA	Italy	europe	southern_europe	Ovis aries	93036/03	2003	DQ017958
alignment/PHYLO_UNC_S5/member/ncbi-curated/DQ017959	ITA	Italy	europe	southern_europe	Ovis aries	12217/00	2000	DQ017959
alignment/PHYLO_UNC_S5/member/ncbi-curated/DQ017960	ITA	Italy	europe	southern_europe	Bos taurus	8054/02	2002	DQ017960
